group,number,gender,Word hebrew,Word arabic,Word arabic alias,Word arabic alias 2
שמות עצם,single,N/A,כיבוש,‏إِحْتِلَال,N/A,N/A
שמות עצם,single,N/A,מסוק,‏طَائِرَة مِرْوَحِيَّة,N/A,N/A
שמות עצם,single,N/A,תותח,‏مِدْفَع,N/A,N/A
שמות עצם,plural,N/A,תותח,‏مَدَافِع,N/A,N/A
שמות עצם,single,N/A,"מפקדה, פיקוד, הנהגה, נהיגה",‏قِيَادَة,N/A,N/A
שמות עצם,plural,N/A,"מפקדה, פיקוד, הנהגה, נהיגה",‏قِيَادَات,N/A,N/A
שמות עצם,single,N/A,בהנהגת... בפיקוד...,‏بِقِيَادَة,N/A,N/A
שמות עצם,single,N/A,"סיכוי, אפשרות",‏إِحْتِمَال,N/A,N/A
שמות עצם,plural,N/A,"סיכוי, אפשרות",‏إِحْتِمَالَات,N/A,N/A
שמות תואר,single,N/A,קשור ב...,‏مُرْتَبِط بِ,N/A,N/A
שמות תואר,single,N/A,מספיק,‏كَافِي,‏أَلْكَافِي,N/A
שמות תואר,single,N/A,"קודם, מוקדם, מראש",‏مُسْبَق,N/A,N/A
שמות תואר,single,N/A,"דוקומנטרי, תיעודי",‏وَثَائِقِيّ,N/A,N/A
תיאורים,single,N/A,לשעבר,‏سَابِقًا,N/A,N/A
תיאורים,single,N/A,מראש,‏مُسْبَقًا,N/A,N/A
תיאורים,single,N/A,מיד,‏فَوْرًا,N/A,N/A
תיאורים,single,N/A,מיד,‏حَالًا,N/A,N/A
פעלים,single,N/A,"התנגש, נכנס לקרב עם..., נתקל ב...",‏إِشْتَبَكَ بِ,‏إِشْتَبَكَ مَعَ,N/A
פעלים,single,N/A,היה קשור ב...,‏إِرْتَبَطَ بِ,N/A,N/A
פעלים,single,N/A,חשד ב... ב... (עשיית מעשה),‏إِشْتَبَهَ فِي بِ,N/A,N/A
פעלים,single,N/A,"התפרסם ב..., נעשה מפורסם ב... (תכונה, מעשה)",‏إِشْتَهَرَ فِي,‏إِشْتَهَرَ بِ,N/A
