group,number,gender,Word hebrew,Word arabic,Word arabic alias,Word arabic alias 2
שמות עצם,single,N/A,מהנדס,‏مُهَنْدِس,N/A,N/A
שמות עצם,plural,N/A,מהנדס,‏مُهَنْدِسُونَ,N/A,N/A
שמות עצם,single,N/A,חייל,‏جُنْدِيّ,N/A,N/A
שמות עצם,plural,N/A,חייל,‏جُنُود,N/A,N/A
שמות עצם,single,N/A,פצצה,‏قُنْبُلَة,N/A,N/A
שמות עצם,plural,N/A,פצצה,‏قَنَابِل,N/A,N/A
שמות תואר,single,N/A,"כללי, ציבורי",‏عَامّ,N/A,N/A
מיליות,single,N/A,"בערך, בקירוב, כ...",‏حَوَالَيْ,‏حَوَالِي,N/A
מיליות,single,N/A,"לעבר, בכיוון",‏نَحْوَ,N/A,N/A
מיליות,single,N/A,"בערך, בקירוב, כ...",‏نَحْوُ,‏نَحْوَ,‏نَحْوِ
מיליות,single,N/A,הגיעו בקירוב מיליון איש,‏وَصَلَ نَحْوُ مِلْيُون شَخْص,N/A,N/A
מיליות,single,N/A,קראתי כמאה ספרים,‏قَرَأْتُ نَحْوَ مِئَة كِتَاب,N/A,N/A
מיליות,single,N/A,עם מאה איש בערך,‏مَعَ نَحْوِ مِئَة شَخْص,N/A,N/A
פעלים,single,N/A,נכשל,‏فَشِلَ,N/A,N/A
פעלים,single,N/A,"התקיף, תקף את",‏هَجَمَ عَلَى,N/A,N/A
פעלים,single,N/A,"הגיע (סכום, גיל) ל..., הגיע (מידע) אל...",‏بَلَغَ,N/A,N/A
פעלים,single,N/A,ביצע את הפעולה,‏قَامَ بِٱلْعَمَلِيَّة,N/A,N/A
פעלים,single,N/A,נסוג,‏إِنْسَحَبَ,N/A,N/A
פעלים,single,N/A,התפוצץ,‏إِنْفَجَرَ,N/A,N/A
פעלים,single,N/A,"התכנס, נערך (ישיבה, כֶּנֶס)",‏إِنْعَقَدَ,N/A,N/A
פעלים,single,N/A,"שעט, דהר, הסתער לעבר",‏إِنْدَفَعَ نَحْوَ,‏إِنْدَفَعَ إِلَى,N/A
