group,number,gender,Word hebrew,Word arabic,Word arabic alias,Word arabic alias 2
שמות עצם,single,N/A,"בן זוג, זוג, בעל",‏زَوْج,N/A,N/A
שמות עצם,plural,N/A,"בן זוג, זוג, בעל",‏أَزْوَاج,N/A,N/A
שמות עצם,single,N/A,קנייה,‏شِرَاء,N/A,N/A
שמות עצם,single,N/A,"מגורים, שהייה, הקמה",‏إِقَامَة,N/A,N/A
שמות עצם,single,N/A,ספורט,‏رِيَاضَة,N/A,N/A
שמות עצם,single,N/A,ספורטאי,‏رِيَاضِيّ,N/A,N/A
שמות עצם,plural,N/A,ספורטאי,‏رِيَاضِيُّونَ,N/A,N/A
שמות עצם,single,N/A,"קדוש, חלל (במלחמת קודש)",‏شَهِيد,N/A,N/A
שמות עצם,plural,N/A,"קדוש, חלל (במלחמת קודש)",‏شُهَدَاء,N/A,N/A
שמות עצם,single,N/A,אדם המקריב עצמו למען מטרה נעלה,‏فِدَائِيّ,N/A,N/A
שמות עצם,plural,N/A,אדם המקריב עצמו למען מטרה נעלה,‏فِدَائِيُّونَ,N/A,N/A
שמות עצם,single,N/A,תוכנית,‏بَرْنَامَج,N/A,N/A
שמות עצם,plural,N/A,תוכנית,‏بَرَامِج,N/A,N/A
שמות עצם,single,N/A,מודיעין,‏إِسْتِخْبَارَات,N/A,N/A
שמות עצם,single,N/A,"גופה, גוויה",‏جُثَّة,N/A,N/A
שמות עצם,plural,N/A,"גופה, גוויה",‏جُثَث,N/A,N/A
שמות עצם,single,N/A,קורבן,‏ضَحِيَّة,N/A,N/A
שמות עצם,plural,N/A,קורבן,‏ضَحَايَا,N/A,N/A
שמות עצם,single,N/A,"פיגוע, פעולת איבה",‏إِعْتِدَاء,N/A,N/A
שמות עצם,plural,N/A,"פיגוע, פעולת איבה",‏إِعْتِدَاءَات,N/A,N/A
שמות עצם,single,N/A,אירוע,‏حَدَث,N/A,N/A
שמות עצם,plural,N/A,אירוע,‏أَحْدَاث,N/A,N/A
שמות עצם,single,N/A,תקרית,‏حَادِث,N/A,N/A
שמות עצם,plural,N/A,תקרית,‏حَوَادِث,N/A,N/A
שמות עצם,single,N/A,אשה (ובצורה מיודעת: أَلْمَرْأَة),‏إِمْرَأَة,N/A,N/A
שמות עצם,plural,N/A,אשה (ובצורה מיודעת: أَلْمَرْأَة),‏نِسَاء,N/A,N/A
שמות תואר,single,N/A,"ספורטיבי, מתמטי",‏رِيَاضِيّ,N/A,N/A
שמות תואר,single,N/A,"תמידי, קבוע, בר קיימא",‏دَائِم,N/A,N/A
שמות תואר,single,N/A,קר,‏بَارِد,N/A,N/A
שמות תואר,single,N/A,"חזק, בעל עוצמה",‏قَوِيّ,N/A,N/A
שמות תואר,single,N/A,"אפשרי, אפשר",‏مُمْكِن,N/A,N/A
