group,number,gender,Word hebrew,Word arabic,Word arabic alias,Word arabic alias 2
שמות עצם,single,N/A,ממשלה,‏حُكُومَة,N/A,N/A
שמות עצם,plural,N/A,ממשלה,‏حُكُومَات,N/A,N/A
שמות עצם,single,N/A,ראש הממשלה,‏رَئِيس ٱلْحُكُومَة,‏رَئِيس ٱلْوُزَرَاء,N/A
שמות עצם,single,N/A,צבא,‏جَيْش,N/A,N/A
שמות עצם,plural,N/A,צבא,‏جُيُوش,N/A,N/A
שמות עצם,single,N/A,"הרמטכ""ל",‏رَئِيس أَرْكَان ٱلْجَيْش,N/A,N/A
שמות עצם,single,N/A,"מצב, מקרה",‏حَالَة,N/A,N/A
שמות עצם,plural,N/A,"מצב, מקרה",‏حَالَات,N/A,N/A
שמות עצם,single,N/A,ישיבה,‏جَلْسَة,N/A,N/A
שמות עצם,plural,N/A,ישיבה,‏جَلَسَات,N/A,N/A
שמות עצם,single,N/A,עיתון,‏صَحِيفَة,N/A,N/A
שמות עצם,plural,N/A,עיתון,‏صُحُف,N/A,N/A
שמות עצם,single,N/A,"עיתונאי (ש""ע + ש""ת)",‏صُحُفِيّ,N/A,N/A
שמות עצם,plural,N/A,"עיתונאי (ש""ע + ש""ת)",‏صُحُفِيُّونَ,N/A,N/A
שמות עצם,single,N/A,"מסיבת עיתונאים (מיל': ועידה עיתונאית)",‏مُؤْتَمَر صُحُفِيّ,N/A,N/A
שמות עצם,plural,N/A,מסיבות עיתונאים,‏مُؤْتَمَرَات صُحُفِيَّة,N/A,N/A
שמות עצם,single,N/A,"סיור, סֶבֶב (של שיחות, דיונים)",‏جَوْلَة,N/A,N/A
שמות עצם,plural,N/A,"סיור, סֶבֶב (של שיחות, דיונים)",‏جَوْلَات,N/A,N/A
שמות עצם,single,N/A,ידיעה,‏خَبَر,N/A,N/A
שמות עצם,plural,N/A,ידיעה,‏أَخْبَار,N/A,N/A
שמות עצם,single,N/A,פתרון,‏حَلّ,N/A,N/A
שמות עצם,plural,N/A,פתרון,‏حُلُول,N/A,N/A
שמות עצם,single,N/A,בעיה,‏مُشْكِلَة,N/A,N/A
שמות עצם,plural,N/A,בעיה,‏مَشَاكِل,N/A,N/A
שמות עצם,single,N/A,דרום,‏جَنُوب,N/A,N/A
כינויים,plural,N/A,אנחנו,‏نَحْنُ,N/A,N/A
שמות גיאוגרפיים,single,N/A,ארצות הברית,‏أَلْوِلَايَات ٱلْمُتَّحِدَة,N/A,N/A
שמות גיאוגרפיים,single,N/A,המזרח התיכון,‏أَلشَّرْق ٱلْأَوْسَط,N/A,N/A
שמות גיאוגרפיים,single,N/A,שכם,‏نَابْلُس,N/A,N/A
שמות גיאוגרפיים,single,N/A,חברון,‏أَلْخَلِيل,N/A,N/A
שמות גיאוגרפיים,single,N/A,ראמאללה,‏رَام ٱللّٰه,N/A,N/A
שמות גיאוגרפיים,single,N/A,רצועת עזה,‏قِطَاع غَزَّة,‏قُطَاع غَزَّة,N/A
שמות גיאוגרפיים,single,N/A,סוריה,‏سُورِيَا,N/A,N/A
שמות גיאוגרפיים,single,N/A,סעודיה,‏أَلسَّعُودِيَّة,N/A,N/A
שמות גיאוגרפיים,single,N/A,איראן,‏إِيرَان,N/A,N/A
שמות תואר,single,N/A,ממשלתי,‏حُكُومِيّ,N/A,N/A
שמות תואר,single,N/A,"מיוחד, פרטי",‏خَاصّ,N/A,N/A
שמות תואר,single,N/A,דרומי,‏جَنُوبِيّ,N/A,N/A
שמות תואר,single,N/A,שנתי,‏سَنَوِيّ,N/A,N/A
