group,number,gender,Word hebrew,Word arabic,Word arabic alias,Word arabic alias 2
שמות עצם,single,N/A,משרד הקליטה,‏وِزَارَة ٱلِٱسْتِيعَاب,N/A,N/A
שמות עצם,single,N/A,סוכנות,‏وِكَالَة,N/A,N/A
שמות עצם,plural,N/A,סוכנות,‏وِكَالَات,N/A,N/A
שמות עצם,single,N/A,הסוכנות היהודית,‏أَلْوِكَالَة اُلْيَهُودِيَّة,N/A,N/A
שמות עצם,single,N/A,העולים החדשים,‏أَلْقَادِمُونَ اُلْجُدُد,N/A,N/A
שמות עצם,single,N/A,כל (+ סומך רבים),‏جَمِيع,N/A,N/A
שמות עצם,single,N/A,בכל רחבי הארץ,‏فِي جَمِيع أَنْحَاء الْبِلَاد,N/A,N/A
שמות עצם,single,N/A,מועצת הביטחון,‏مَجْلِس اُلْأَمْن,N/A,N/A
שמות עצם,single,N/A,המפרץ הפרסי,‏أَلْخَلِيج اُلْعَرَبِيّ,N/A,N/A
שמות עצם,single,N/A,"שמירה על, הגנה על",‏حِمَايَة,N/A,N/A
שמות עצם,single,N/A,"צד, כיוון, אספקט, היבט",‏جِهَة,N/A,N/A
שמות עצם,plural,N/A,"צד, כיוון, אספקט, היבט",‏جِهَات,N/A,N/A
שמות עצם,single,N/A,"גורמים מדיניים, גורמים פוליטיים",‏جِهَات سِيَاسِيَّة,N/A,N/A
שמות עצם,single,N/A,הגורמים הנוגעים בדבר,‏أَلْجِهَات اُلْمَعْنِيَّة,‏أَلْجِهَات اُلْمُخْتَصَّة,N/A
שמות עצם,single,N/A,כמות (של),‏كَمِّيَّة,N/A,N/A
שמות עצם,plural,N/A,כמויות גדולות של נפט,‏كَمِّيَّات كَبِيرَة مِنَ النِّفْط,N/A,N/A
שמות עצם,single,N/A,"מכשיר, מנגנון",‏جِهَاز,N/A,N/A
שמות עצם,plural,N/A,"מכשיר, מנגנון",‏أَجْهِزَة,N/A,N/A
שמות עצם,single,N/A,"מנגנוני הביטחון, כוחות הביטחון",‏أَجْهِزَة اُلْأَمْن,N/A,N/A
שמות עצם,single,N/A,אזרח (במדינה),‏مُوَاطِن,N/A,N/A
שמות עצם,plural,N/A,אזרח (במדינה),‏مُوَاطِنون,N/A,N/A
שמות עצם,single,N/A,"אזרח, אזרחי (ש""ע ש""ת)",‏مَدَنِيّ,N/A,N/A
שמות עצם,plural,N/A,"אזרח, אזרחי (ש""ע ש""ת)",‏مَدَنِيُّون,N/A,N/A
פעלים,single,N/A,חתם על,‏وَقَّعَ عَلَى,N/A,N/A
פעלים,single,N/A,צילם,‏صَوَّرَ,N/A,N/A
פעלים,single,N/A,נבע מ,‏نَبَعَ عَنْ,N/A,N/A
פעלים,single,N/A,"שמר, למד בעל-פה",‏حَفِظَ,N/A,N/A
פעלים,single,N/A,"הופיע, נגלה, נראה",‏ظَهَرَ,N/A,N/A
פעלים,single,N/A,יכול ל,‏قَدَرَ عَلَى,N/A,N/A
פעלים,single,N/A,איים על,‏هَدَّدَ,N/A,N/A
פעלים,single,N/A,תכנן,‏خَطَّطَ,N/A,N/A
פעלים,single,N/A,היה קשור ב...,‏تَعَلَّقَ بِ,N/A,N/A
פעלים,single,N/A,הוכפל,‏تَضَاعَفَ,N/A,N/A
