group,number,gender,Word hebrew,Word arabic,Word arabic alias,Word arabic alias 2
שמות עצם,single,N/A,מפלגה (בערבית – מין זכר),‏حِزْب,N/A,N/A
שמות עצם,plural,N/A,מפלגה (בערבית – מין זכר),‏أَحْزَاب,N/A,N/A
שמות עצם,single,N/A,"עבודה, מעשה",‏عَمَل,N/A,N/A
שמות עצם,plural,N/A,"עבודה, מעשה",‏أَعْمَال,N/A,N/A
שמות עצם,single,N/A,"פּוֹעֵל (ש""ע)",‏عَامِل,N/A,N/A
שמות עצם,plural,N/A,"פּוֹעֵל (ש""ע)",‏عُمَّال,N/A,N/A
שמות עצם,single,N/A,מנהיג,‏زَعِيم,N/A,N/A
שמות עצם,plural,N/A,מנהיג,‏زُعَمَاء,N/A,N/A
שמות עצם,single,N/A,"מסע (תעמולה), מבצע (צבאי)",‏حَمْلَة,N/A,N/A
שמות עצם,plural,N/A,"מסע (תעמולה), מבצע (צבאי)",‏حَمَلَات,N/A,N/A
שמות עצם,single,N/A,בחירות,‏إِنْتِخَابَات,N/A,N/A
שמות עצם,single,N/A,מערכת הבחירות,‏مَعْرَكَة ٱلِٱنْتِخَابَات,N/A,N/A
שמות עצם,single,N/A,"אמצע, מרכז, חוג (פוליטי), סקטור",‏وَسَط,N/A,N/A
שמות עצם,plural,N/A,"אמצע, מרכז, חוג (פוליטי), סקטור",‏أَوْسَاط,N/A,N/A
שמות עצם,single,N/A,המגזר הערבי,‏أَلْوَسَط ٱلْعَرَبِيّ,N/A,N/A
שמות עצם,single,N/A,חוגים / גורמים מדיניים (פוליטיים),‏أَوْسَاط سِيَاسِيَّة,N/A,N/A
שמות עצם,single,N/A,"פגישה, מפגש, כינוס, כנס",‏إِجْتِمَاع,N/A,N/A
שמות עצם,plural,N/A,"פגישה, מפגש, כינוס, כנס",‏إِجْتِمَاعَات,N/A,N/A
פעלים,single,N/A,"פעל, עבד, עשה",‏عَمِلَ,N/A,N/A
פעלים,single,N/A,"פעל, עשה למען",‏عَمِلَ عَلَى,N/A,N/A
פעלים,single,N/A,ניצח את,‏إِنْتَصَرَ عَلَى,N/A,N/A
פעלים,single,N/A,"נפגש, נועד עם",‏إِجْتَمَعَ بِ,‏إِجْتَمَعَ مَعَ,N/A
פעלים,single,N/A,"פתח (אסיפה, נאום)",‏إِفْتَتَحَ,N/A,N/A
פעלים,single,N/A,השתתף ב...,‏إِشْتَرَكَ فِي,N/A,N/A
פעלים,single,N/A,בחר ב... ל...(תפקיד),‏إِنْتَخَبَ,N/A,N/A
