group,number,gender,Word hebrew,Word arabic,Word arabic alias,Word arabic alias 2
שמות עצם,single,N/A,חובה,‏وَاجِب,N/A,N/A
שמות עצם,plural,N/A,חובה,‏وَاجِبَات,N/A,N/A
שמות עצם,single,N/A,מחובתנו ל... (+ מצדר / أَنْ + מנצוב),‏مِنْ وَاجِبِنَا,N/A,N/A
שמות עצם,single,N/A,טיל,‏صَارُوخ,N/A,N/A
שמות עצם,plural,N/A,טיל,‏صَوَارِيخ,N/A,N/A
שמות עצם,single,N/A,קבוצה,‏جَمَاعَة,N/A,N/A
שמות עצם,plural,N/A,קבוצה,‏جَمَاعَات,N/A,N/A
שמות עצם,single,N/A,רשת,‏شَبَكَة,N/A,N/A
שמות עצם,plural,N/A,רשת,‏شَبَكَات,N/A,N/A
שמות עצם,single,N/A,"רמה, דֶרֶג",‏مُسْتَوَى,N/A,N/A
שמות עצם,plural,N/A,"רמה, דֶרֶג",‏مُسْتَوَيَات,N/A,N/A
שמות עצם,single,N/A,בְּדֶרֶג של...,‏عَلَى مُسْتَوَى,N/A,N/A
שמות עצם,single,N/A,חבֵרוּת (בארגון),‏عُضْوِيَّة,N/A,N/A
שמות עצם,single,N/A,"מחלקה (ממשלתית), לִשְׁכָּה",‏دَائِرَة,N/A,N/A
שמות עצם,plural,N/A,"מחלקה (ממשלתית), לִשְׁכָּה",‏دَوَائِر,N/A,N/A
שמות עצם,single,N/A,"תחנה מטאורולוגית, מרכז חיזוי",‏دَائِرَة ٱلْأَرْصَاد ٱلْجَوِّيَّة,N/A,N/A
שמות עצם,single,N/A,יום (שעות האור),‏نَهَار,N/A,N/A
שמות עצם,single,N/A,"מטרה, יעד",‏هَدَف,N/A,N/A
שמות עצם,plural,N/A,"מטרה, יעד",‏أَهْدَاف,N/A,N/A
שמות עצם,single,N/A,"מחנה צבאי, בסיס צבאי",‏مُعَسْكَر,N/A,N/A
שמות עצם,plural,N/A,"מחנה צבאי, בסיס צבאי",‏مُعَسْكَرَات,N/A,N/A
פעלים,single,N/A,הגיש ל... את,‏قَدَّمَ إِلَى,‏قَدَّمَ لِ,N/A
פעלים,single,N/A,ביצע,‏نَفَّذَ,N/A,N/A
פעלים,single,N/A,"הדגיש ש..., אישר ש...",‏أَكَّدَ أَنَّ,N/A,N/A
פעלים,single,N/A,הצהיר ש...,‏صَرَّحَ بِأَنَّ,‏صَرَّحَ أَنَّ,N/A
פעלים,single,N/A,"העריך, אמד את... ב...",‏قَدَّرَ بِ,N/A,N/A
פעלים,single,N/A,"הזהיר את, התרה ב...",‏حَذَّرَ,N/A,N/A
פעלים,single,N/A,"הפנה, הנחה, כיוון",‏وَجَّهَ,N/A,N/A
תיאורים,single,N/A,"באופן יחסי, ""יחסית""",‏نِسْبِيًّا,N/A,N/A
תיאורים,single,N/A,"לעיתים, לפעמים",‏أَحْيَانًا,N/A,N/A
תיאורים,single,N/A,תמיד,‏دَائِمًا,N/A,N/A
