group,number,gender,Word hebrew,Word arabic,Word arabic alias,Word arabic alias 2
שמות עצם,single,N/A,"קְרָב, מערכה",‏مَعْرَكَة,N/A,N/A
שמות עצם,plural,N/A,"קְרָב, מערכה",‏مَعَارِك,N/A,N/A
שמות עצם,single,female,מלחמה,‏حَرْب,N/A,N/A
שמות עצם,plural,female,מלחמה,‏حُرُوب,N/A,N/A
שמות עצם,single,N/A,מדינה,‏دَوْلَة,N/A,N/A
שמות עצם,plural,N/A,מדינה,‏دُوَل,N/A,N/A
שמות עצם,single,N/A,עיר בירה,‏عَاصِمَة,N/A,N/A
שמות עצם,plural,N/A,עיר בירה,‏عَوَاصِم,N/A,N/A
שמות עצם,single,N/A,"כסף, ממון",‏مَال,N/A,N/A
שמות עצם,plural,N/A,"כסף, ממון",‏أَمْوَال,N/A,N/A
שמות עצם,single,N/A,גבול,‏حُدُود,N/A,N/A
שמות עצם,single,N/A,בגבול,‏عَلَى ٱلْحُدُود,N/A,N/A
שמות עצם,single,female,חמש,‏خَمْس,N/A,N/A
שמות עצם,single,male,חמישה,‏خَمْسَة,N/A,N/A
שמות עצם,single,N/A,סוף,‏نِهَايَة,N/A,N/A
שמות עצם,single,N/A,מספר (יחידות זמן / צורות רשמב"א) (+ סומך רבים לא מיודע),‏عِدَّة,N/A,N/A
שמות עצם,single,N/A,"מספר ימים, ימים אחדים, כמה ימים",‏عِدَّة أَيَّام,N/A,N/A
שמות עצם,single,N/A,העתיד,‏أَلْمُسْتَقْبَل,N/A,N/A
שמות עצם,single,N/A,בַּעתיד,‏فِي ٱلْمُسْتَقْبَل,N/A,N/A
שמות עצם,single,N/A,ברית המועצות (מילולית: האיחוד הסובייטי),‏أَلِٱتِّحَاد ٱلسُّوفْيَاتِيّ,N/A,N/A
שמות עצם,single,N/A,יחס, שיעור / אחוז,‏نِسْبَة,N/A,N/A
שמות עצם,single,N/A,ביחס ל...,‏بِٱلنِّسْبَة لِـ,‏إِلَى,N/A
שמות תואר,single,N/A,"מדיני, פוליטי / מדינאי, פוליטיקאי",‏سِيَاسِيّ,N/A,N/A
שמות תואר,single,N/A,דיפלומטי / דיפלומט,‏دِبْلُومَاسِيّ,N/A,N/A
שמות תואר,single,N/A,צבאי / איש צבא,‏عَسْكَرِيّ,N/A,N/A
ימי השבוע,single,N/A,יום ראשון,‏يَوْم ٱلْأَحَد,N/A,N/A
ימי השבוע,single,N/A,יום שני,‏يَوْم ٱلِٱثْنَيْنِ,N/A,N/A
ימי השבוע,single,N/A,יום שלישי,‏يَوْم ٱلثُّلَاثَاء,N/A,N/A
ימי השבוע,single,N/A,יום רביעי,‏يَوْم ٱلْأَرْبِعَاء,N/A,N/A
ימי השבוע,single,N/A,יום חמישי,‏يَوْم ٱلْخَمِيس,N/A,N/A
ימי השבוע,single,N/A,יום שישי,‏يَوْم ٱلْجُمْعَة,N/A,N/A
ימי השבוע,single,N/A,יום שבת,‏يَوْم ٱلسَّبْت,N/A,N/A
