group,number,gender,Word hebrew,Word arabic,Word arabic alias,Word arabic alias 2
שמות עצם,single,N/A,"עֶמְדָּה (כלפי, בעניין, לגבי)",‏مَوْقِف مِنْ,N/A,N/A
שמות עצם,plural,N/A,"עֶמְדָּה (כלפי, בעניין, לגבי)",‏مَوَاقِف مِنْ,N/A,N/A
שמות עצם,single,N/A,חלק מ... כמה מ... (+ סומך רבים מיודע),‏بَعْض,N/A,N/A
שמות עצם,single,N/A,ימין,‏يَمِين,N/A,N/A
שמות עצם,single,N/A,שמאל,‏يَسَار,N/A,N/A
שמות עצם,single,N/A,ארבע,‏أَرْبَع,N/A,N/A
שמות עצם,single,N/A,ארבעה,‏أَرْبَعَة,N/A,N/A
שמות עצם,single,N/A,"אופוזיציה, התנגדות",‏مُعَارَضَة,N/A,N/A
שמות עצם,single,N/A,"שוק (בערבית – בד""כ מין נקבה)",‏سُوق,N/A,N/A
שמות עצם,plural,N/A,"שוק (בערבית – בד""כ מין נקבה)",‏أَسْوَاق,N/A,N/A
שמות עצם,single,N/A,השוק האירופי המשותף,‏أَلسُّوق ٱلْأُورُوبِيَّة ٱلْمُشْتَرَكَة,N/A,N/A
שמות עצם,single,N/A,כלכלה,‏إِقْتِصَاد,N/A,N/A
שמות עצם,single,N/A,"רוב (majority, most of)",‏أَغْلَبِيَّة,N/A,N/A
מיליות,single,N/A,באשר ל... הרי ש...,‏أَمَّا فَ,N/A,N/A
מיליות,single,N/A,אני עובדת בבנק. באשר לבעלי הרי שהוא מובטל.,‏أَنَا عَامِلَة فِي بَنْك. أَمَّا زَوْجِي فَهُوَ عَاطِل.,N/A,N/A
שמות תואר,single,N/A,כלכלי,‏إِقْتِصَادِيّ,N/A,N/A
שמות תואר,single,N/A,"אַחֵר, נוסף",‏آخَر,N/A,N/A
שמות תואר,plural,N/A,"אַחֵר, נוסף",‏آخَرُونَ,N/A,N/A
שמות תואר,single,N/A,"אחרת, נוספת",‏أُخْرَى,N/A,N/A
שמות תואר,plural,N/A,"אחרת, נוספת",‏أُخْرَيَات,N/A,N/A
שמות תואר,single,N/A,"שׁוֹנֶה, מגוון (various, different)",‏مُخْتَلِف,N/A,N/A
שמות תואר,single,N/A,מתון,‏مُعْتَدِل,N/A,N/A
שמות תואר,single,N/A,קיצוני,‏مُتَطَرِّف,N/A,N/A
שמות תואר,single,N/A,ימני,‏يَمِينِيّ,N/A,N/A
שמות תואר,single,N/A,"שמאלי, שמאלני",‏يَسَارِيّ,N/A,N/A
