group,number,gender,Word hebrew,Word arabic,Word arabic alias,Word arabic alias 2
שמות עצם,single,N/A,לב,‏قَلْب,N/A,N/A
שמות עצם,plural,N/A,לב,‏قُلُوب,N/A,N/A
שמות עצם,single,N/A,קצין,‏ضَابِط,N/A,N/A
שמות עצם,plural,N/A,קצין,‏ضُبَّاط,N/A,N/A
שמות עצם,single,N/A,תושב,‏سَاكِن,N/A,N/A
שמות עצם,plural,N/A,תושב,‏سُكَّان,N/A,N/A
שמות עצם,single,N/A,בַּקָּשָׁה,‏طَلَب,N/A,N/A
שמות עצם,plural,N/A,בַּקָּשָׁה,‏طَلَبَات,N/A,N/A
שמות עצם,single,N/A,שְׁאֵלָה,‏سُؤَال,N/A,N/A
שמות עצם,plural,N/A,שְׁאֵלָה,‏أَسْئِلَة,N/A,N/A
שמות עצם,single,N/A,העבר,‏أَلْمَاضِي,N/A,N/A
שמות עצם,single,male,בצל (שם קיבוצי),‏بَصَل,N/A,N/A
שמות עצם,single,N/A,בצל אחד,‏بَصَلَة,N/A,N/A
שמות עצם,plural,N/A,בצל אחד,‏بَصَلَات,N/A,N/A
שמות פרטיים,single,N/A,ישראל,‏إِسْرَائِيل,N/A,N/A
שמות פרטיים,single,N/A,ירושלים,‏أَلْقُدْس,N/A,N/A
שמות פרטיים,single,N/A,חודש פברואר,‏شَهْر شُبَاط,N/A,N/A
שמות תואר,single,N/A,מפורסם,‏مَشْهُور,N/A,N/A
שמות תואר,plural,N/A,מפורסם,‏مَشْهُورُونَ,N/A,N/A
שמות תואר,single,N/A,רשמי,‏رَسْمِيّ,N/A,N/A
שמות תואר,single,N/A,ישראלי,‏إِسْرَائِيلِيّ,N/A,N/A
שמות תואר,plural,N/A,ישראלי,‏إِسْرَائِيلِيُّونَ,N/A,N/A
שמות תואר,single,N/A,הבא,‏أَلْقَادِم,N/A,N/A
שמות תואר,single,N/A,שעבר,‏أَلْمَاضِي,N/A,N/A
שמות תואר,single,N/A,חולה,‏مَرِيض,N/A,N/A
שמות תואר,plural,N/A,חולה,‏مَرْضَى,N/A,N/A
תוארי פועל ומיליות,single,N/A,אתמול,‏أَمْسِ,N/A,N/A
תוארי פועל ומיליות,single,N/A,כאשר,‏لَمَّا,N/A,N/A
תוארי פועל ומיליות,single,N/A,"בקרבת, ליד",‏قُرْبَ,‏بِٱلْقُرْبِ مِنْ,N/A
פעלים,single,N/A,"גר, התגורר",‏سَكَنَ,N/A,N/A
פעלים,single,N/A,"נסע ב..., טס ב..., שט ב..., רכב על",‏رَكِبَ,N/A,N/A
פעלים,single,N/A,שאל,‏سَأَلَ,N/A,N/A
פעלים,single,N/A,"סירב ל..., דחה את",‏رَفَضَ,N/A,N/A
פעלים,single,N/A,"ביקש, דרש",‏طَلَبَ,N/A,N/A
פעלים,single,N/A,"התפרסם, יצא לאור, ראה אור",‏صَدَرَ,N/A,N/A
