group,number,gender,Word hebrew,Word arabic,Word arabic alias,Word arabic alias 2
שמות עצם,single,N/A,מדיניות,‏سِيَاسَة,N/A,N/A
שמות עצם,single,N/A,"יחסים דיפלומטיים, קשרים דיפלומטיים",‏عَلَاقَات دِبْلُومَاسِيَّة,N/A,N/A
שמות עצם,single,N/A,דיונים,‏مُنَاقَشَات,N/A,N/A
שמות עצם,single,N/A,כוח,‏قُوَّة,N/A,N/A
שמות עצם,plural,N/A,כוח,‏قُوَّات,N/A,N/A
שמות עצם,single,N/A,אויב,‏عَدُوّ,N/A,N/A
שמות עצם,plural,N/A,אויב,‏أَعْدَاء,N/A,N/A
שמות עצם,single,N/A,"ציווי, פקודה, צו",‏أَمْر,N/A,N/A
שמות עצם,plural,N/A,"ציווי, פקודה, צו",‏أَوَامِر,N/A,N/A
שמות עצם,single,N/A,"התחלה, תחילה",‏بِدَايَة,N/A,N/A
צבעים,single,male,אדום,‏أَحْمَر,N/A,N/A
צבעים,single,female,אדומה,‏حَمْرَاء,N/A,N/A
צבעים,single,male,כחול,‏أَزْرَق,N/A,N/A
צבעים,single,female,כחולה,‏زَرْقَاء,N/A,N/A
צבעים,single,male,שחור,‏أَسْوَد,N/A,N/A
צבעים,single,female,שחורה,‏سَوْدَاء,N/A,N/A
צבעים,single,male,ירוק,‏أَخْضَر,N/A,N/A
צבעים,single,female,ירוקה,‏خَضْرَاء,N/A,N/A
צבעים,single,male,צהוב,‏أَصْفَر,N/A,N/A
צבעים,single,female,צהובה,‏صَفْرَاء,N/A,N/A
צבעים,single,male,לבן,‏أَبْيَض,N/A,N/A
צבעים,single,female,לבנה,‏بَيْضَاء,N/A,N/A
פעלים,single,N/A,קיבל את פְּנֵי…,‏إِسْتَقْبَلَ,N/A,N/A
פעלים,single,N/A,חידש,‏إِسْتَأْنَفَ,N/A,N/A
פעלים,single,N/A,נמשך,‏إِسْتَغْرَقَ,N/A,N/A
פעלים,single,N/A,סקר,‏إِسْتَعْرَضَ,N/A,N/A
פעלים,single,N/A,נכנע ל…,‏إِسْتَسْلَمَ لِ,N/A,N/A
פעלים,single,N/A,גינה,‏إِسْتَنْكَرَ,N/A,N/A
פעלים,single,N/A,"חתך, קטע, ניתק (יחסים, קשרים)",‏قَطَعَ,N/A,N/A
פעלים,single,N/A,לָקַח,‏أَخَذَ,N/A,N/A
פעלים,single,N/A,"ציווה, פָּקַד על (מישהו) לעשות (משהו)",‏أَمَرَ بِ,N/A,N/A
פעלים,single,N/A,המלך ציווה עליהם לקחת אותו.,‏أَمَرَهُمُ ٱلْمَلِك بِأَخْذِهِ,N/A,N/A
פעלים,single,N/A,התחיל, התחיל ל…,‏بَدَأَ,‏بَدَأَ بِ,N/A
פעלים,single,N/A,השיעור התחיל לפני שעה.,‏بَدَأَ ٱلدَّرْسُ قَبْلَ سَاعَة.,N/A,N/A
פעלים,single,N/A,התחלתי לצחוק.,‏بَدَأْتُ ٱلضَّحْك,‏بِٱلضَّحْك.,N/A
