group,number,gender,Word hebrew,Word arabic,Word arabic alias,Word arabic alias 2
שמות עצם,single,N/A,טלוויזיה,‏تِلِفِزْيُون,N/A,N/A
שמות עצם,plural,N/A,טלוויזיה,‏تِلِفِزْيُونَات,N/A,N/A
שמות עצם,single,N/A,כסף,‏مَال,N/A,N/A
שמות עצם,single,N/A,"משרד ממשלתי, משרד שר",‏وِزَارَة,N/A,N/A
שמות עצם,plural,N/A,"משרד ממשלתי, משרד שר",‏وِزَارَات,N/A,N/A
שמות עצם,single,N/A,משרד האוצר,‏وِزَارَة الْمَالِيَّة,N/A,N/A
שמות עצם,single,N/A,שר האוצר,‏وَزِير الْمَالِيَّة,N/A,N/A
שמות עצם,single,N/A,"ריאיון, פגישה",‏مُقَابَلَة,N/A,N/A
שמות עצם,plural,N/A,"ריאיון, פגישה",‏مُقَابَلَات,N/A,N/A
שמות עצם,single,N/A,פרלמנט,‏بَرْلَمَان,N/A,N/A
שמות עצם,plural,N/A,פרלמנט,‏بَرْلَمَانَات,N/A,N/A
שמות עצם,single,N/A,"ציר / חבר (בפרלמנט), ממלא מקום, סגן",‏نَائِب,N/A,N/A
שמות עצם,plural,N/A,"ציר / חבר (בפרלמנט), ממלא מקום, סגן",‏نُوَّاب,N/A,N/A
שמות עצם,single,N/A,מחברת,‏دَفْتَر,N/A,N/A
שמות עצם,plural,N/A,מחברת,‏دَفَاتِر,N/A,N/A
שמות עצם,single,N/A,עט,‏قَلَم,N/A,N/A
שמות עצם,plural,N/A,עט,‏أَقْلَام,N/A,N/A
שמות עצם,single,N/A,כפר,‏قَرْيَة,N/A,N/A
שמות עצם,plural,N/A,כפר,‏قُرًى,‏أَلْقُرَى,N/A
שמות עצם,single,N/A,חבר,‏رَفِيق,N/A,N/A
שמות עצם,plural,N/A,חבר,‏رِفَاق,N/A,N/A
שמות עצם,single,N/A,מכונית,‏سَيَّارَة,N/A,N/A
שמות עצם,plural,N/A,מכונית,‏سَيَّارَات,N/A,N/A
שמות עצם,single,N/A,חודש,‏شَهْر,N/A,N/A
שמות עצם,plural,N/A,חודש,‏أَشْهُر,‏شُهُور,N/A
שמות עצם,single,N/A,"דו""ח, דיווח",‏تَقْرِير,N/A,N/A
שמות עצם,plural,N/A,"דו""ח, דיווח",‏تَقَارِير,N/A,N/A
שמות עצם,single,N/A,החלטה,‏قَرَار,N/A,N/A
שמות עצם,plural,N/A,החלטה,‏قَرَارَات,N/A,N/A
שמות תואר,single,N/A,"ישן, קדום, עתיק, ותיק",‏قَدِيم,N/A,N/A
שמות תואר,plural,N/A,"ישן, קדום, עתיק, ותיק",‏قُدَمَاء,N/A,N/A
שמות תואר,single,N/A,טלוויזיוני,‏تِلِفِزْيُونِيّ,N/A,N/A
שמות תואר,single,N/A,"כספי, פיננסי",‏مَالِيّ,N/A,N/A
מיליות,single,N/A,לפני,‏قَبْلَ,N/A,N/A
מיליות,single,N/A,לפני ש...,‏قَبْلَ أَنْ,N/A,N/A
פעלים,single,N/A,אמר ל... ש...,‏قَالَ لِ,‏قَالَإِنَّ,N/A
