group,number,gender,Word hebrew,Word arabic,Word arabic alias,Word arabic alias 2
שמות עצם,single,N/A,"נשיא (המדינה), ראש (הממשלה), יו""ר (הכנסת)",‏رَئِيس,N/A,N/A
שמות עצם,plural,N/A,"נשיא (המדינה), ראש (הממשלה), יו""ר (הכנסת)",‏رُؤَسَاء,N/A,N/A
שמות עצם,single,N/A,ראש הממשלה (ראש השרים),‏رَئِيس ٱلْوُزَرَاء,N/A,N/A
שמות עצם,single,N/A,"הרמטכ""ל (ראש המטות)",‏رَئِيس ٱلْأَرْكَان,N/A,N/A
שמות עצם,single,N/A,ביטחון,‏أَمْن,N/A,N/A
שמות עצם,single,N/A,צפון,‏شِمَال,N/A,N/A
שמות עצם,single,N/A,נושא,‏مَوْضُوع,N/A,N/A
שמות עצם,plural,N/A,נושא,‏مَوَاضِيع,N/A,N/A
שמות עצם,single,N/A,ועידה,‏مُؤْتَمَر,N/A,N/A
שמות עצם,plural,N/A,ועידה,‏مُؤْتَمَرَات,N/A,N/A
שמות עצם,single,N/A,"חָבֵר (בארגון) (member), איבר (בגוף)",‏عُضْو,N/A,N/A
שמות עצם,plural,N/A,"חָבֵר (בארגון) (member), איבר (בגוף)",‏أَعْضَاء,N/A,N/A
שמות עצם,single,N/A,"מספר (ה)... (+ ש""ע מיודע)",‏عَدَد,N/A,N/A
שמות עצם,single,N/A,מספר הילדים הוא…,‏عَدَد ٱلْأَوْلَاد هُوَ,N/A,N/A
שמות עצם,single,N/A,מספר חברי הפרלמנט הוא...,‏عَدَد أَعْضَاء ٱلْبَرْلَمَان هُوَ,N/A,N/A
שמות עצם,single,N/A,"מספר..., כמה..., אחדים (+ רבים מיודע)",‏عَدَد مِنْ,N/A,N/A
שמות עצם,single,N/A,"מספר בנות, כמה בנות, בנות אחדות",‏عَدَد مِنَ ٱلْبَنَات,N/A,N/A
שמות עצם,single,N/A,"מספר מחבריי, כמה מחבריי",‏عَدَد مِنْ رِفَاقِي,N/A,N/A
שמות עצם,single,N/A,במסגרת,‏فِي نِطَاق,N/A,N/A
שמות עצם,single,N/A,משלחת,‏وَفْد,N/A,N/A
שמות עצם,plural,N/A,משלחת,‏وُفُود,N/A,N/A
שמות עצם,single,N/A,שלום,‏سَلَام,N/A,N/A
שמות עצם,single,N/A,"משא ומתן (מו""ם)",‏مُفَاوَضَات,N/A,N/A
שמות עצם,single,N/A,המשא ומתן לשלום,‏مُفَاوَضَات ٱلسَّلَام,N/A,N/A
שמות עצם,single,N/A,נוסע,‏رَاكِب,N/A,N/A
שמות עצם,plural,N/A,נוסע,‏رُكَّاب,N/A,N/A
שמות עצם,single,N/A,חודש אוקטובר,‏شَهْر تِشْرِين ٱلْأَوَّل,N/A,N/A
שמות תואר,single,N/A,קטן,‏صَغِير,N/A,N/A
שמות תואר,plural,N/A,קטן,‏صِغَار,N/A,N/A
שמות תואר,single,male,ראשון,‏أَوَّل,N/A,N/A
שמות תואר,single,female,ראשונה,‏أُولَى,N/A,N/A
שמות תואר,single,N/A,בינלאומי,‏دَوْلِيّ,‏دُوَلِيّ,N/A
שמות תואר,single,N/A,ביטחוני,‏أَمْنِيّ,N/A,N/A
שמות תואר,single,N/A,צפוני,‏شِمَالِيّ,N/A,N/A
שמות תואר,single,N/A,"ראשי, עיקרי",‏رَئِيسِيّ,N/A,N/A
כינויי זיקה,single,male,אשר (לשם זוקק מיודע שמינו זכר-יחיד),‏ٱلَّذِي,N/A,N/A
כינויי זיקה,single,female,אשר (לשם זוקק מיודע שמינו נקבה-יחידה),‏ٱلَّتِي,N/A,N/A
כינויי זיקה,plural,male,אשר (לשם זוקק מיודע שמינו זכר-רבים),‏ٱلَّذِينَ,N/A,N/A
כינויי זיקה,plural,female,אשר (לשם זוקק מיודע שמינו נקבה-רבות),‏ٱللَّوَاتِي,N/A,N/A
מיליות,single,N/A,על (+ דבר פיזי),‏عَلَى,N/A,N/A
מיליות,single,N/A,"על (+ דבר לא פיזי), על אודות..., בעניין..., מִטַּעַם...",‏عَنْ,N/A,N/A
מיליות,single,N/A,"אחרי (שֶ), בעוד (פרק זמן מסוים)",‏بَعْدَ أَنْ,N/A,N/A
מיליות,single,N/A,"אחרי כן, לאחר מכן",‏بَعْدَ ذٰلِكَ,N/A,N/A
