group,number,gender,Word hebrew,Word arabic,Word arabic alias,Word arabic alias 2
שמות עצם,single,N/A,"עֵדָה, קהילה",‏طَائِفَة,N/A,N/A
שמות עצם,plural,N/A,"עֵדָה, קהילה",‏طَوَائِف,N/A,N/A
שמות עצם,single,N/A,"ראשות, נשיאות",‏رِئَاسَة,N/A,N/A
שמות עצם,single,N/A,משלחת בראשות השגריר,‏وَفْد بِرِئَاسَة ٱلسَّفِير,N/A,N/A
שמות עצם,single,N/A,איש,‏شَخْص,N/A,N/A
שמות עצם,plural,N/A,איש,‏أَشْخَاص,N/A,N/A
שמות עצם,single,N/A,ארגון,‏مُنَظَّمَة,N/A,N/A
שמות עצם,plural,N/A,ארגון,‏مُنَظَّمَات,N/A,N/A
שמות עצם,single,N/A,"מָטֶה, מקום מושב",‏مَقَرّ,N/A,N/A
שמות עצם,plural,N/A,"מָטֶה, מקום מושב",‏مَقَرَّات,N/A,N/A
שמות עצם,single,N/A,אוניברסיטה,‏جَامِعَة,N/A,N/A
שמות עצם,plural,N/A,אוניברסיטה,‏جَامِعَات,N/A,N/A
שמות עצם,single,N/A,הליגה הערבית,‏أَلْجَامِعَة ٱلْعَرَبِيَّة,N/A,N/A
שמות עצם,single,N/A,מזכיר,‏أَمِين,N/A,N/A
שמות עצם,plural,N/A,מזכיר,‏أُمَنَاء,N/A,N/A
שמות עצם,single,N/A,"המזכיר הכללי של האומות המאוחדות (מזכ""ל האו""ם)",‏أَلْأَمِين ٱلْعَامّ لِلْأُمَم ٱلْمُتَّحِدَة,N/A,N/A
שמות עצם,single,N/A,"יחידה (צבאית), אחדות",‏وَحْدَة,N/A,N/A
שמות עצם,plural,N/A,"יחידה (צבאית), אחדות",‏وَحَدَات,N/A,N/A
שמות עצם,single,N/A,שיתוף פעולה,‏تَعَاوُن,N/A,N/A
שמות עצם,single,N/A,תחום,‏مَجَال,N/A,N/A
שמות עצם,plural,N/A,תחום,‏مَجَالَات,N/A,N/A
שמות עצם,single,N/A,"בסיס, כלל",‏قَاعِدَة,N/A,N/A
שמות עצם,plural,N/A,"בסיס, כלל",‏قَوَاعِد,N/A,N/A
שמות עצם,single,N/A,מחבל,‏مُخَرِّب,N/A,N/A
שמות עצם,plural,N/A,מחבל,‏مُخَرِّبُونَ,N/A,N/A
שמות עצם,single,N/A,"הריסה, חבלה",‏تَخْرِيب,N/A,N/A
שמות עצם,single,N/A,ארגון טרור,‏مُنَظَّمَة تَخْرِيبِيَّة,N/A,N/A
שמות עצם,plural,N/A,ארגון טרור,‏مُنَظَّمَات تَخْرِيبِيَّة,N/A,N/A
שמות עצם,single,N/A,"פעולה, תהליך, ניתוח (רפואי)",‏عَمَلِيَّة,N/A,N/A
שמות עצם,plural,N/A,"פעולה, תהליך, ניתוח (רפואי)",‏عَمَلِيَّات,N/A,N/A
שמות עצם,single,N/A,"פיגוע טרור, פעולת טרור",‏عَمَلِيَّة تَخْرِيبِيَّة,N/A,N/A
שמות עצם,plural,N/A,"פיגוע טרור, פעולת טרור",‏عَمَلِيَّات تَخْرِيبِيَّة,N/A,N/A
שמות עצם,single,N/A,"נציג, שחקן (בתיאטרון, בקולנוע)",‏مُمَثِّل,N/A,N/A
שמות עצם,plural,N/A,"נציג, שחקן (בתיאטרון, בקולנוע)",‏مُمَثِّلُونَ,N/A,N/A
