group,number,gender,Word hebrew,Word arabic,Word arabic alias,Word arabic alias 2
שמות עצם,single,N/A,"ערבי (ש""ע / ש""ת)",‏عَرَبِيّ,N/A,N/A
שמות עצם,plural,N/A,"ערבי (ש""ע / ש""ת)",‏عَرَب,N/A,N/A
שמות עצם,single,N/A,עם,‏شَعْب,N/A,N/A
שמות עצם,plural,N/A,עם,‏شُعُوب,N/A,N/A
שמות עצם,single,N/A,מקור,‏مَصْدَر,N/A,N/A
שמות עצם,plural,N/A,מקור,‏مَصَادِر,N/A,N/A
שמות עצם,single,N/A,אזור,‏مِنْطَقَة,N/A,N/A
שמות עצם,plural,N/A,אזור,‏مَنَاطِق,N/A,N/A
שמות עצם,single,N/A,שבוע,‏أُسْبُوع,N/A,N/A
שמות עצם,plural,N/A,שבוע,‏أَسَابِيع,N/A,N/A
שמות עצם,single,N/A,עניין,‏شَأْن,N/A,N/A
שמות עצם,plural,N/A,עניין,‏شُؤُون,N/A,N/A
שמות עצם,single,N/A,סיפור,‏قِصَّة,N/A,N/A
שמות עצם,plural,N/A,סיפור,‏قِصَص,N/A,N/A
שמות עצם,single,N/A,"מפקד, מנהיג",‏قَائِد,N/A,N/A
שמות עצם,plural,N/A,"מפקד, מנהיג",‏قَادَة,N/A,N/A
שמות עצם,single,N/A,אמצעי,‏وَاسِطَة,N/A,N/A
שמות עצם,plural,N/A,אמצעי,‏وَسَائِط,N/A,N/A
שמות עצם,single,N/A,"הבית הלבן (מעונו הרשמי של נשיא ארה""ב בוושינגטון)",‏أَلْبَيْت ٱلْأَبْيَض,N/A,N/A
שמות עצם,single,N/A,משטרה,‏شُرْطَة,N/A,N/A
שמות עצם,single,N/A,מצרים,‏مِصْر,N/A,N/A
שמות עצם,single,N/A,מזרח,‏شَرْق,N/A,N/A
שמות עצם,single,N/A,מערב,‏غَرْب,N/A,N/A
שמות עצם,single,N/A,גדה,‏ضَفَّة,N/A,N/A
שמות עצם,single,N/A,"הגדה המערבית (יו""ש / איו""ש)",‏أَلضَّفَّة ٱلْغَرْبِيَّة,N/A,N/A
שמות תואר,single,N/A,מצרי,‏مِصْرِيّ,N/A,N/A
שמות תואר,plural,N/A,מצרי,‏مِصْرِيُّونَ,N/A,N/A
שמות תואר,single,N/A,מזרחי,‏شَرْقِيّ,N/A,N/A
שמות תואר,single,N/A,מערבי,‏غَرْبِيّ,N/A,N/A
שמות תואר,single,N/A,שבועי,‏أُسْبُوعِيّ,N/A,N/A
תוארי פועל ומיליות,single,N/A,"(ו)אחר–כך, (ו)אז",‏ثُمَّ,N/A,N/A
תוארי פועל ומיליות,single,N/A,לכן,‏لِذٰلِكَ,N/A,N/A
תוארי פועל ומיליות,single,N/A,מתי,‏مَتَى,N/A,N/A
תוארי פועל ומיליות,single,N/A,עם,‏مَعَ,N/A,N/A
תוארי פועל ומיליות,single,N/A,בעניין,‏بِشَأْن,N/A,N/A
תוארי פועל ומיליות,single,N/A,באמצעות (+ סומך),‏بِوَاسِطَة,N/A,N/A
פעלים,single,N/A,הגיע,‏وَصَلَ,N/A,N/A
פעלים,single,N/A,"הפגיז, הפציץ",‏قَصَفَ,N/A,N/A
פעלים,single,N/A,היכה,‏ضَرَبَ,N/A,N/A
