group,number,gender,Word hebrew,Word arabic,Word arabic alias,Word arabic alias 2
שמות עצם,single,N/A,בית ספר,‏مَدْرَسَة,N/A,N/A
שמות עצם,plural,N/A,בית ספר,‏مَدَارِس,N/A,N/A
שמות עצם,single,N/A,שיעור,‏دَرْس,N/A,N/A
שמות עצם,plural,N/A,שיעור,‏دُرُوس,N/A,N/A
שמות עצם,single,N/A,שגריר,‏سَفِير,N/A,N/A
שמות עצם,plural,N/A,שגריר,‏سُفَرَاء,N/A,N/A
שמות עצם,single,N/A,שגרירות,‏سِفَارَة,N/A,N/A
שמות עצם,plural,N/A,שגרירות,‏سِفَارَات,N/A,N/A
שמות עצם,single,N/A,כל (+ סומך),‏كُلّ,N/A,N/A
שמות עצם,single,N/A,כל הילדים,‏كُلّ الْأَوْلَاد,N/A,N/A
שמות עצם,single,N/A,כל ילד,‏كُلّ وَلَد,N/A,N/A
שמות עצם,single,N/A,שָׁנָה,‏سَنَة,N/A,N/A
שמות עצם,plural,N/A,שָׁנָה,‏سَنَوَات,N/A,N/A
שמות עצם,single,female,שש,‏سِتّ,N/A,N/A
שמות עצם,single,male,שישה,‏سِتَّة,N/A,N/A
שמות עצם,single,N/A,צוהריים,‏ظُهْر,N/A,N/A
שמות עצם,single,N/A,מטוס,‏طَائِرَة,N/A,N/A
שמות עצם,plural,N/A,מטוס,‏طَائِرَات,N/A,N/A
שמות עצם,single,N/A,טַיָּס,‏طَيَّار,N/A,N/A
שמות עצם,plural,N/A,טַיָּס,‏طَيَّارُونَ,N/A,N/A
שמות עצם,single,N/A,"נמל תעופה, שדה תעופה",‏مَطَار,N/A,N/A
שמות עצם,plural,N/A,"נמל תעופה, שדה תעופה",‏مَطَارَات,N/A,N/A
שמות עצם,single,N/A,"תעופה, טַיִס, טיסה",‏طَيَرَان,N/A,N/A
שמות עצם,single,N/A,שם,‏إِسْم,N/A,N/A
שמות עצם,plural,N/A,שם,‏أَسْمَاء,N/A,N/A
שמות עצם,single,N/A,חֶבְרָה,‏شَرِكَة,N/A,N/A
שמות עצם,plural,N/A,חֶבְרָה,‏شَرِكَات,N/A,N/A
פעלים,single,N/A,נחת,‏هَبَطَ,N/A,N/A
פעלים,single,N/A,לָמַד,‏دَرَسَ,N/A,N/A
כינויי רמז,single,male,"הזה, זה",‏هٰذَا,N/A,N/A
כינויי רמז,single,female,"הזו, זו, הזאת, זאת",‏هٰذِهِ,N/A,N/A
כינויי רמז,plural,N/A,"האלה, אלה, האלו, אלו, הללו",‏هٰؤُلَاءِ,N/A,N/A
כינויי רמז,single,male,ההוא,‏ذٰلِكَ,N/A,N/A
כינויי רמז,single,female,ההיא,‏تِلْكَ,N/A,N/A
כינויי רמז,plural,N/A,"ההם, ההן",‏أُولٰئِكَ,‏أُولَائِكَ,N/A
כינויי רמז,single,N/A,"כינוי סתמי המתייחס לכל מה שנזכר לפניו: (אמרתי) זאת, (אמרתי את) זה, (אחרי) כן, (אחר) כך",‏هٰذَا,‏ذٰلِكَ,N/A
