group,number,gender,Word hebrew,Word arabic,Word arabic alias,Word arabic alias 2
שמות עצם,single,N/A,משבר,‏أَزْمَة,N/A,N/A
שמות עצם,plural,N/A,משבר,‏أَزَمَات,N/A,N/A
שמות עצם,single,N/A,מפרץ,‏خَلِيج,N/A,N/A
שמות עצם,single,N/A,שנה,‏عَام,‏سَنَة,N/A
שמות עצם,plural,N/A,שנה,‏أَعْوَام,N/A,N/A
שמות עצם,single,N/A,ציוד,‏مُعَدَّات,N/A,N/A
שמות עצם,single,N/A,התקפה,‏هَجْمَة,N/A,N/A
שמות עצם,plural,N/A,התקפה,‏هَجَمَات,N/A,N/A
שמות עצם,single,N/A,זמן,‏آن,N/A,N/A
שמות עצם,single,N/A,"עכשיו, עתה, כעת",‏أَلآن,N/A,N/A
מדינות,single,N/A,כווית,‏أَلْكُوَيْت,N/A,N/A
מדינות,single,N/A,סודאן,‏أَلسُّودَان,N/A,N/A
מדינות,single,N/A,לבנון,‏لُبْنَان,N/A,N/A
מדינות,single,N/A,עיראק,‏أَلْعِرَاق,N/A,N/A
מדינות,single,N/A,ירדן,‏أَلْأُرْدُنّ,N/A,N/A
מדינות,single,N/A,מרוקו,‏أَلْمَغْرِب,N/A,N/A
שמות תואר,single,N/A,"מוכן ל..., כשר ל...",‏جَاهِز لِ,N/A,N/A
שמות תואר,single,N/A,אווירי,‏جَوِّيّ,N/A,N/A
שמות תואר,single,N/A,"ברור, מובהק",‏وَاضِح,N/A,N/A
שמות תואר,single,N/A,דו־צדדי,‏ثُنَائِيّ,N/A,N/A
שמות תואר,single,N/A,אח (מאב ומאם),‏شَقِيق,N/A,N/A
שמות תואר,plural,N/A,אח (מאב ומאם),‏أَشِقَّاء,N/A,N/A
מיליות,single,N/A,נגד,‏ضِدَّ,N/A,N/A
מיליות,single,N/A,"עד, עד ש..., כדי ש..., אפילו",‏حَتَّى,N/A,N/A
מיליות,single,N/A,עד עתה,‏حَتَّى ٱلْآن,N/A,N/A
מיליות,single,N/A,"כמו כן, כפי ש... (+ פועל)",‏كَمَا,N/A,N/A
מיליות,single,N/A,"כמו כן (+ ש""ע / כינוי)",‏كَمَا أَنَّ,N/A,N/A
