group,number,gender,Word hebrew,Word arabic,Word arabic alias,Word arabic alias 2
שמות עצם,single,N/A,דרכון,‏جَوَاز سَفَر,N/A,N/A
שמות עצם,single,N/A,נסיעה,‏رِحْلَة,N/A,N/A
שמות עצם,plural,N/A,נסיעה,‏رِحْلَات,N/A,N/A
שמות עצם,single,N/A,תיירות,‏سِيَاحَة,N/A,N/A
שמות עצם,single,N/A,נסיעה (לצורך טיול/תיור),‏رِحْلَة سِيَاحِيَّة,N/A,N/A
שמות עצם,single,N/A,"חו""ל",‏أَلْخَارِج,N/A,N/A
שמות עצם,single,N/A,כרטיס,‏تَذْكِرَة,N/A,N/A
שמות עצם,plural,N/A,כרטיס,‏تَذَاكِر,N/A,N/A
שמות עצם,single,N/A,מזוודה,‏حَقِيبَة,N/A,N/A
שמות עצם,plural,N/A,מזוודה,‏حَقَائِب,N/A,N/A
שמות עצם,single,N/A,מכס,‏جُمْرُك,N/A,N/A
שמות עצם,plural,N/A,מכס,‏جَمَارِك,N/A,N/A
שמות עצם,single,N/A,מתנה,‏هَدِيَّة,N/A,N/A
שמות עצם,plural,N/A,מתנה,‏هَدَايَا,N/A,N/A
שמות תואר,single,N/A,אַלִּים,‏عَنِيف,N/A,N/A
שמות תואר,single,N/A,הבא,‏أَلْمُقْبِل,N/A,N/A
שמות תואר,single,N/A,השורר,‏أَلسَّائِد,N/A,N/A
מיליות,single,N/A,בעקבות,‏عَقِبَ,‏فِي أَعْقَاب,N/A
מיליות,single,N/A,בעקבות,‏إِثْرَ,N/A,N/A
מיליות,single,N/A,"למרות, למרות ה...",‏رَغْمَ,‏بِٱلرَّغْم مِنْ,N/A
מיליות,single,N/A,אף ש...,‏رَغْمَ أَنَّ,N/A,N/A
מיליות,single,N/A,אי- (משמשת לשלילת מצדר ובאה כנסמך לו),‏عَدَم,N/A,N/A
פעלים,single,N/A,"מנע, אסר (to forbid)",‏مَنَعَ,N/A,N/A
פעלים,single,N/A,"הטיל (מס, עונש) על...",‏فَرَضَ عَلَى,N/A,N/A
