group,number,gender,Word hebrew,Word arabic,Word arabic alias,Word arabic alias 2
שמות עצם,single,N/A,"דבר, משהו (something)",‏شَيْء,N/A,N/A
שמות עצם,plural,N/A,"דבר, משהו (something)",‏أَشْيَاء,N/A,N/A
שמות עצם,single,N/A,"דבר, עניין (matter)",‏أَمْر,N/A,N/A
שמות עצם,plural,N/A,"דבר, עניין (matter)",‏أُمُور,N/A,N/A
שמות עצם,single,N/A,"צו, פקודה",‏أَمْر,N/A,N/A
שמות עצם,plural,N/A,"צו, פקודה",‏أَوَامِر,N/A,N/A
שמות עצם,single,N/A,"חיים (life)",‏حَيَاة,N/A,N/A
שמות עצם,single,N/A,"סוחר",‏تَاجِر,N/A,N/A
שמות עצם,plural,N/A,"סוחר",‏تُجَّار,N/A,N/A
שמות עצם,single,N/A,"טרור",‏إِرْهَاب,N/A,N/A
שמות עצם,single,N/A,"פיגוע טרור",‏عَمَلِيَّة إِرْهَابِيَّة,N/A,N/A
שמות עצם,plural,N/A,"פיגוע טרור",‏عَمَلِيَّات إِرْهَابِيَّة,N/A,N/A
שמות עצם,single,N/A,"כיתה, שורה, טור",‏صَفّ,N/A,N/A
שמות עצם,plural,N/A,"כיתה, שורה, טור",‏صُفُوف,N/A,N/A
שמות עצם,single,N/A,"כיתה א' (first grade)",‏أَلصَّفّ ٱلْأَوَّل,N/A,N/A
שמות עצם,single,N/A,"שפה",‏لُغَة,N/A,N/A
שמות עצם,plural,N/A,"שפה",‏لُغَات,N/A,N/A
שמות עצם,single,N/A,"אהבה",‏حُبّ,N/A,N/A
שמות תואר,single,N/A,"שייך ל..., של",‏تَابِع لِ,N/A,N/A
שמות תואר,single,N/A,"מטוס של חברת דלתא (דלתא איירליינס)",‏طَائِرَة تَابِعَة لِشَرِكَة دِلْتَا,N/A,N/A
שמות תואר,single,N/A,"קצר, נמוך",‏قَصِير,N/A,N/A
שמות תואר,plural,N/A,"קצר, נמוך",‏قِصَار,N/A,N/A
שמות תואר,single,N/A,"ארוך, גבוה",‏طَوِيل,N/A,N/A
שמות תואר,plural,N/A,"ארוך, גבוה",‏طِوَال,N/A,N/A
שמות תואר,single,N/A,"יָפֶה",‏جَمِيل,N/A,N/A
שמות תואר,plural,N/A,"יָפֶה",‏جُمَلَاء,N/A,N/A
שמות תואר,single,N/A,"חוקי",‏قَانُونِيّ,N/A,N/A
שמות תואר,single,N/A,"בלתי חוקי, לא חוקי",‏غَيْر قَانُونِيّ,N/A,N/A
מיליות,single,N/A,"אצל, בשעת / בעת, היה לו / היה בבעלותו",‏عِنْدَ,N/A,N/A
מיליות,single,N/A,"ישנתי אצלו",‏نِمْتُ عِنْدَهُ,N/A,N/A
מיליות,single,N/A,"נפלתי בשעה שנכנסתי (בעת כניסתי) למשרד",‏سَقَطْتُ عِنْدَ دُخُولِي لِلْمَكْتَب,N/A,N/A
מיליות,single,N/A,"יש לי מכונית, בבעלותי מכונית",‏عِنْدِي سَيَّارَة,N/A,N/A
מיליות,single,N/A,"כאשר",‏عِنْدَمَا,N/A,N/A
פעלים,single,N/A,"קרה, התרחש, שכן ב…",‏وَقَعَ,N/A,N/A
פעלים,single,N/A,"לָמַד",‏تَعَلَّمَ,N/A,N/A
פעלים,single,N/A,"התרסק",‏تَحَطَّمَ,N/A,N/A
