group,number,gender,Word hebrew,Word arabic,Word arabic alias,Word arabic alias 2
שמות עצם,single,N/A,"קנאי דתי, פונדמנטליסט (ש""ע / ש""ת)",‏أُصُولِيّ,N/A,N/A
שמות עצם,plural,N/A,"קנאי דתי, פונדמנטליסט (ש""ע / ש""ת)",‏أُصُولِيُّونَ,N/A,N/A
שמות עצם,single,N/A,"התנגשויות, מהומות",‏صِدَامَات,‏مُصَادَمَات,N/A
שמות עצם,single,N/A,"משרה, תפקיד",‏مَنْصِب,N/A,N/A
שמות עצם,plural,N/A,"משרה, תפקיד",‏مَنَاصِب,N/A,N/A
שמות עצם,single,N/A,"הזמנה, קריאה",‏دَعْوَة,N/A,N/A
שמות עצם,plural,N/A,"הזמנה, קריאה",‏دَعَوَات,N/A,N/A
שמות עצם,single,N/A,"חומרה, סיכון",‏خُطُورَة,N/A,N/A
שמות עצם,single,N/A,מסמך,‏وَثِيقَة,N/A,N/A
שמות עצם,plural,N/A,מסמך,‏وَثَائِق,N/A,N/A
שמות עצם,single,N/A,"טענות (שקריות, כוזבות)",‏مَزَاعِم,N/A,N/A
שמות עצם,single,N/A,"תוכנית, פרויקט, תרגיל (צבאי)",‏مَشْرُوع,N/A,N/A
שמות עצם,plural,N/A,"תוכנית, פרויקט, תרגיל (צבאי)",‏مَشَارِيع,N/A,N/A
שמות עצם,single,N/A,"בחור, צעיר",‏شَابّ,N/A,N/A
שמות עצם,plural,N/A,"בחור, צעיר",‏شُبَّان,N/A,N/A
שמות עצם,single,N/A,הנוער,‏أَلشَّبَاب,‏أَلشَّبِيبَة,N/A
שמות עצם,single,N/A,ארגון,‏تَنْظِيم,N/A,N/A
שמות עצם,single,N/A,"קליע, כדור, ירייה",‏عِيَار نَارِيّ,N/A,N/A
שמות עצם,plural,N/A,"קליע, כדור, ירייה",‏عِيَارَات نَارِيّ,N/A,N/A
שמות עצם,single,N/A,חזה,‏صَدْر,N/A,N/A
שמות עצם,plural,N/A,חזה,‏صُدُور,N/A,N/A
שמות עצם,single,N/A,סכנה,‏خَطَر,N/A,N/A
שמות עצם,plural,N/A,סכנה,‏أَخْطَار,N/A,N/A
שמות עצם,single,N/A,"חיבורים, יצירות (כלל יצירותיו של סופר)",‏مُؤَلَّفَات,N/A,N/A
ביטויים,single,N/A,"ביבשה, בים ובאוויר",‏بَرًّا وَبَحْرًا وَجَوًّا,N/A,N/A
ביטויים,single,N/A,צעדים ביטחוניים,‏إِجْرَاءَات أَمْنِيَّة,N/A,N/A
ביטויים,single,N/A,חיל האוויר,‏سِلَاح ٱلْجَوّ,N/A,N/A
פעלים,single,N/A,ציטט את מפי...,‏نَقَلَ عَنْ,N/A,N/A
פעלים,single,N/A,"בהסתמך על..., בציטוט מפי...",‏نَقْلًا عَنْ,N/A,N/A
פעלים,single,N/A,"הפעיל, השתמש ב...",‏إِسْتَخْدَمَ,N/A,N/A
