group,number,gender,Word hebrew,Word arabic,Word arabic alias,Word arabic alias 2
שמות עצם,single,N/A,שר ההסברה,‏وَزِير ٱلْإِعْلَام,N/A,N/A
שמות עצם,single,N/A,עיתונות,‏صَحَافَة,N/A,N/A
שמות עצם,single,N/A,פלישה ל... (+ לוואי סומך),‏غَزْو,N/A,N/A
שמות תואר,single,N/A,סודי,‏سِرِّيّ,N/A,N/A
שמות תואר,single,N/A,התקפי,‏هُجُومِيّ,N/A,N/A
שמות תואר,single,N/A,הגנתי,‏دِفَاعِيّ,N/A,N/A
שמות תואר,single,N/A,מזג אוויר נעים,‏جَوّ مُعْتَدِل,N/A,N/A
שמות תואר,single,N/A,שָׁקֵט,‏هَادِئ,N/A,N/A
שמות תואר,single,N/A,"זָר (ש""ע / ש""ת)",‏أَجْنَبِيّ,N/A,N/A
שמות תואר,plural,N/A,"זָר (ש""ע / ש""ת)",‏أَجَانِب,N/A,N/A
שמות תואר,single,N/A,מיוחד,‏خَاصّ,N/A,N/A
שמות תואר,single,N/A,במיוחד,‏خَاصَّةً,N/A,N/A
מיליות,single,N/A,"מקום בו, מפני ש..., באופן ש..., כאשר",‏حَيْثُ,N/A,N/A
פעלים,single,N/A,חי,‏عَاشَ,N/A,N/A
פעלים,single,N/A,"גירש, הגלה",‏طَرَدَ,N/A,N/A
פעלים,single,N/A,"טבע ב..., שקע ב...",‏غَرِقَ فِي,N/A,N/A
פעלים,single,N/A,"עזב (ארץ, אזור)",‏غَادَرَ,N/A,N/A
פעלים,single,N/A,"סגר, נעל",‏أَغْلَقَ,N/A,N/A
פעלים,single,N/A,הוציא לאור,‏أَصْدَرَ,N/A,N/A
كَانَ ואחיותיה,single,N/A,היה,‏كَانَ,N/A,N/A
كَانَ ואחיותיה,single,N/A,"אינו, אין",‏لَيْسَ,N/A,N/A
كَانَ ואחיותיה,single,N/A,"נהיה ל..., הפך ל...",‏أَصْبَحَ,‏صَارَ,N/A
كَانَ ואחיותיה,single,N/A,"נשאר, נותר",‏بَقِيَ,‏ظَلَّ,N/A
كَانَ ואחיותיה,single,N/A,"עדיין, עודנו",‏مَا زَالَ,‏لَا يَزَالُ,‏لَمْ يَزَلْ
كَانَ ואחיותיה,single,N/A,כל עוד,‏مَا دَامَ,N/A,N/A
