group,number,gender,Word hebrew,Word arabic,Word arabic alias,Word arabic alias 2
שמות עצם,single,N/A,"צורה, תמונה",‏صُورَة,N/A,N/A
שמות עצם,plural,N/A,"צורה, תמונה",‏صُوَر,N/A,N/A
שמות עצם,single,N/A,בצורה...,‏بِصُورَة,N/A,N/A
שמות עצם,single,N/A,"הודעה, כרוז, גילוי דעת",‏بَيَان,N/A,N/A
שמות עצם,single,N/A,תעלה, ערוץ (טלויזיה),‏قَنَاة,N/A,N/A
שמות עצם,plural,N/A,תעלה, ערוץ (טלויזיה),‏قَنَوَات,‏أَقْنِيَة,N/A
שמות עצם,single,N/A,"קבוצה, חוליה",‏مَجْمُوعَة,N/A,N/A
שמות עצם,plural,N/A,"קבוצה, חוליה",‏مَجْمُوعَات,N/A,N/A
שמות עצם,single,N/A,"מוות, פטירה",‏وَفَاة,N/A,N/A
שמות עצם,single,N/A,"חירות, חופש",‏حُرِّيَّة,N/A,N/A
שמות עצם,single,N/A,מסגרת,‏إِطَار,N/A,N/A
שמות עצם,plural,N/A,מסגרת,‏إِطَارَات,N/A,N/A
שמות עצם,single,N/A,במסגרת...,‏فِي إِطَار,N/A,N/A
שמות עצם,single,N/A,"שעה, שעון",‏سَاعَة,N/A,N/A
שמות עצם,plural,N/A,"שעה, שעון",‏سَاعَات,N/A,N/A
שמות תואר,single,N/A,מאורגן,‏مُنَظَّم,N/A,N/A
שמות תואר,single,N/A,"נרחב, רחב־היקף",‏وَاسِع,N/A,N/A
שמות תואר,single,N/A,"ידוע, מוכר",‏مَعْرُوف,N/A,N/A
שמות תואר,single,N/A,חופשי,‏حُرّ,N/A,N/A
שמות תואר,single,N/A,לגיטימי,‏مَشْرُوع,N/A,N/A
שמות תואר,single,N/A,לא לגיטימי,‏غَيْر مَشْرُوع,N/A,N/A
פעלים,single,N/A,"ידע, הכיר",‏عَرَفَ,N/A,N/A
פעלים,single,N/A,תאר את כ...,‏وَصَفَ بِ,N/A,N/A
פעלים,single,N/A,"נשא, הביא",‏حَمَلَ,N/A,N/A
פעלים,single,N/A,הָרַג,‏قَتَلَ,N/A,N/A
