group,number,gender,Word hebrew,Word arabic,Word arabic alias,Word arabic alias 2
שמות עצם,single,N/A,עירייה,‏بَلَدِيَّة,N/A,N/A
שמות עצם,plural,N/A,עירייה,‏بَلَدِيَّات,N/A,N/A
שמות עצם,single,N/A,"ראש העיר, ראש העירייה",‏رَئِيس ٱلْبَلَدِيَّة,N/A,N/A
שמות עצם,single,N/A,שר החוץ,‏وَزِير ٱلْخَارِجِيَّة,N/A,N/A
שמות עצם,single,N/A,שר הפנים,‏وَزِير ٱلدَّاخِلِيَّة,N/A,N/A
שמות עצם,single,N/A,הגנה על,‏أَلدِّفَاع عَنْ,N/A,N/A
שמות עצם,single,N/A,שר הביטחון (לגבי ישראל) / שר ההגנה (לגבי מדינות אחרות),‏وَزِير ٱلدِّفَاع,N/A,N/A
שמות עצם,single,N/A,"צה""ל",‏جَيْش ٱلدِّفَاع ٱلْإِسْرَائِيلِيّ,N/A,N/A
שמות עצם,single,N/A,מזכיר,‏سِكْرِتِير,N/A,N/A
שמות עצם,single,N/A,אומה,‏أُمَّة,N/A,N/A
שמות עצם,plural,N/A,אומה,‏أُمَم,N/A,N/A
שמות עצם,single,N/A,"האומות המאוחדות (האו""ם)",‏أَلْأُمَم ٱلْمُتَّحِدَة,N/A,N/A
שמות עצם,single,N/A,"עריכה, ניהול (של משא ומתן, דיונים, שיחות)",‏إِجْرَاء,N/A,N/A
שמות עצם,single,N/A,שיחות,‏مُحَادَثَات,N/A,N/A
שמות עצם,single,N/A,"פקיד, עובד",‏مُوَظَّف,N/A,N/A
שמות עצם,plural,N/A,"פקיד, עובד",‏مُوَظَّفُونَ,N/A,N/A
שמות עצם,plural,N/A,פקידים בכירים,‏مُوَظَّفُونَ كِبَار,N/A,N/A
שמות עצם,single,N/A,המדינות החבֵרות (בארגון מסוים),‏أَلدُّوَل ٱلْأَعْضَاء,N/A,N/A
שמות עצם,single,N/A,מהדורה,‏نَشْرَة,N/A,N/A
שמות עצם,plural,N/A,מהדורה,‏نَشَرَات,N/A,N/A
שמות עצם,single,N/A,מהדורת החדשות,‏نَشْرَة ٱلْأَخْبَار,N/A,N/A
שמות עצם,single,N/A,בוקר,‏صَبَاح,N/A,N/A
שמות עצם,single,N/A,ערב,‏مَسَاء,N/A,N/A
שמות תואר,single,N/A,חשוב,‏هَامّ,N/A,N/A
שמות תואר,single,N/A,חָדָשׁ,‏جَدِيد,N/A,N/A
שמות תואר,plural,N/A,חָדָשׁ,‏جُدُد,N/A,N/A
שמות תואר,single,N/A,עירוני,‏بَلَدِيّ,N/A,N/A
תוארי פועל,single,N/A,שלשום,‏أَمْسِ ٱلْأَوَّل,N/A,N/A
פעלים,single,N/A,יצא,‏خَرَجَ,N/A,N/A
פעלים,single,N/A,נכנס ל…,‏دَخَلَ إِلَى,N/A,N/A
