group,number,gender,Word hebrew,Word arabic,Word arabic alias,Word arabic alias 2
שמות עצם ותואר,single,N/A,"מחנה מעצר",‏مُعْتَقَل,N/A,N/A
שמות עצם ותואר,plural,N/A,"מחנה מעצר",‏مُعْتَقَلَات,N/A,N/A
שמות עצם ותואר,single,N/A,"עָצוּר",‏مُعْتَقَل,N/A,N/A
שמות עצם ותואר,plural,N/A,"עָצוּר",‏مُعْتَقَلُونَ,N/A,N/A
שמות עצם ותואר,single,N/A,"גודל, מימדים, היקף",‏حَجْم,N/A,N/A
שמות עצם ותואר,plural,N/A,"גודל, מימדים, היקף",‏أَحْجَام,N/A,N/A
שמות עצם ותואר,single,N/A,"ידיעה",‏نَبَأ,N/A,N/A
שמות עצם ותואר,plural,N/A,"ידיעה",‏أَنْبَاء,N/A,N/A
שמות עצם ותואר,single,N/A,"סוכנות ידיעות",‏وَكَالَة أَنْبَاء,N/A,N/A
שמות עצם ותואר,single,N/A,"דֶּרֶךְ, שביל",‏سَبِيل,N/A,N/A
שמות עצם ותואר,plural,N/A,"דֶּרֶךְ, שביל",‏سُبُل,N/A,N/A
שמות עצם ותואר,single,N/A,"כניסה, מבוא",‏مَدْخَل,N/A,N/A
שמות עצם ותואר,plural,N/A,"כניסה, מבוא",‏مَدَاخِل,N/A,N/A
שמות עצם ותואר,single,N/A,"נֶשֶׁק, חַיִל",‏سِلَاح,N/A,N/A
שמות עצם ותואר,plural,N/A,"נֶשֶׁק, חַיִל",‏أَسْلِحَة,N/A,N/A
שמות עצם ותואר,single,N/A,"גרעיני, אטומי",‏نَوَوِيّ,N/A,N/A
שמות עצם ותואר,single,N/A,"פצצה גרעינית, פצצת אטום",‏قُنْبُلَة نَوَوِيَّة,N/A,N/A
שמות עצם ותואר,single,N/A,"בשלהי, בסוף (תקופה)",‏فِي أَوَاخِر,N/A,N/A
פעלים,single,N/A,"הוביל, הנהיג, נהג ב...",‏قَادَ,N/A,N/A
פעלים,single,N/A,"שרר ב..., שלט ב...",‏سَادَ,N/A,N/A
פעלים,single,N/A,"הלך, נסע",‏سَارَ,N/A,N/A
פעלים,single,N/A,"קרא ל..., הזמין",‏دَعَا,N/A,N/A
פעלים,single,N/A,"קרא ל... ל (לעשות משהו)",‏دَعَا إِلَى,N/A,N/A
פעלים,single,N/A,"הלך, צָעַד (ברגל)",‏مَشَى,N/A,N/A
פעלים,single,N/A,"יָדַע",‏عَلِمَ,N/A,N/A
פעלים,single,N/A,"תִּאֵם",‏نَسَّقَ,N/A,N/A
פעלים,single,N/A,"הבהיר",‏أَوْضَحَ,N/A,N/A
פעלים,single,N/A,"התקדם",‏تَقَدَّمَ,N/A,N/A
פעלים,single,N/A,"יָכוֹל, הצליח ל..., עלה בידו ל...",‏تَمَكَّنَ مِنْ,N/A,N/A
פעלים,single,N/A,"ויתר על",‏تَنَازَلَ عَنْ,N/A,N/A
פעלים,single,N/A,"סיים",‏إِخْتَتَمَ,N/A,N/A
