group,number,gender,Word hebrew,Word arabic,Word arabic alias,Word arabic alias 2
שמות עצם,single,N/A,"זוג, בן זוג, בעל",‏زَوْج,N/A,N/A
שמות עצם,plural,N/A,"זוג, בן זוג, בעל",‏أَزْوَاج,N/A,N/A
שמות עצם,single,N/A,"בת זוג, רעיה",‏زَوْجَة,N/A,N/A
שמות עצם,plural,N/A,"בת זוג, רעיה",‏زَوْجَات,N/A,N/A
שמות עצם,single,N/A,אנשי (+ סומך),‏أَفْرَاد,N/A,N/A
שמות עצם,single,N/A,"אנשי המשטרה, שוטרים",‏أَفْرَاد ٱلشُّرْطَة,N/A,N/A
שמות עצם,single,N/A,משפחה,‏أُسْرَة,‏عَائِلَة,N/A
שמות עצם,plural,N/A,משפחה,‏أُسَر,N/A,N/A
שמות עצם,single,N/A,בני המשפחה,‏أَفْرَاد ٱلْأُسْرَة,N/A,N/A
שמות עצם,single,N/A,"שלטון, רשות",‏سُلْطَة,N/A,N/A
שמות עצם,plural,N/A,"השלטונות, הרשויות",‏سُلُطَات,N/A,N/A
שמות עצם,single,N/A,הרשות הפלסטינית,‏أَلسُّلْطَة ٱلْفِلَسْطِينِيَّة,N/A,N/A
שמות עצם,single,N/A,נסיעה,‏سَفَر,N/A,N/A
שמות עצם,single,N/A,"ויזה, אשרת כניסה",‏تَأْشِيرَة سَفَر,N/A,N/A
שמות עצם,single,N/A,זכות,‏حَقّ,N/A,N/A
שמות עצם,plural,N/A,זכות,‏حُقُوق,N/A,N/A
שמות עצם,single,N/A,הזכות ל מקלט מדיני,‏حَقّ ٱللُّجُوء ٱلسِّيَاسِيّ,N/A,N/A
פעלים,single,N/A,העניק ל... את,‏مَنَحَ,N/A,N/A
פעלים,single,N/A,"המשיך ב..., התמיד ב...",‏وَاصَلَ فِي,N/A,N/A
פעלים,single,N/A,דרש מ... את,‏طَالَبَ بِ,N/A,N/A
פעלים,single,N/A,עזר ל... לעשות...,‏سَاعَدَ عَلَى,‏سَاعَدَ فِي,N/A
פעלים,single,N/A,"ראה את, צפה ב...",‏شَاهَدَ,N/A,N/A
פעלים,single,N/A,התנגד ל...,‏عَارَضَ,N/A,N/A
פעלים,single,N/A,דן ב...,‏نَاقَشَ,N/A,N/A
פעלים,single,N/A,"תקף, התקיף",‏هَاجَمَ,N/A,N/A
פעלים,single,N/A,"אישר את, הסכים על",‏وَافَقَ عَلَى,N/A,N/A
פעלים,single,N/A,"ליווה את, התלווה אל",‏رَافَقَ,N/A,N/A
פעלים,single,N/A,"טפל ב..., רפא את",‏عَالَجَ,N/A,N/A
פעלים,single,N/A,הגן על,‏دَافَعَ عَنْ,N/A,N/A
פעלים,single,N/A,נסע מ... ל...,‏سَافَرَ مِنْ إِلَى,N/A,N/A
