group,number,gender,Word hebrew,Word arabic,Word arabic alias,Word arabic alias 2
שמות עצם,single,N/A,מודיעין,‏مُخَابَرَات,‏إِسْتِخْبَارَات,N/A
שמות עצם,single,N/A,אינטרס,‏مَصْلَحَة,N/A,N/A
שמות עצם,plural,N/A,אינטרס,‏مَصَالِح,N/A,N/A
שמות עצם,single,N/A,יכולת,‏قُدْرَة,N/A,N/A
שמות עצם,plural,N/A,יכולת,‏قُدْرَات,N/A,N/A
שמות עצם,single,N/A,מקום,‏مَكَان,N/A,N/A
שמות עצם,plural,N/A,מקום,‏أَمَاكِن,N/A,N/A
שמות עצם,single,N/A,חלום,‏حُلْم,N/A,N/A
שמות עצם,plural,N/A,חלום,‏أَحْلَام,N/A,N/A
שמות עצם,single,N/A,"כליאה בבידוד, בצינוק",‏حَبْس ٱنْفِرَادِيّ,N/A,N/A
שמות עצם,single,N/A,נקודת מוצא,‏نُقْطَة ٱنْطِلَاق,N/A,N/A
שמות עצם,single,N/A,"יועץ, קנצלר",‏مُسْتَشَار,N/A,N/A
שמות עצם,plural,N/A,"יועץ, קנצלר",‏مُسْتَشَارُونَ,N/A,N/A
מיליות,single,N/A,ללא...,‏بِدُونِ,‏دُونَ,N/A
מיליות,single,N/A,"לפי, בהתאם ל...",‏بِحَسَبِ,‏حَسَبَ,N/A
תיאורים,single,N/A,כהיענות ל...,‏تَلْبِيَةً لِ,N/A,N/A
תיאורים,single,N/A,בקרוב,‏قَرِيبًا,N/A,N/A
פעלים,single,N/A,"התלקח, פרץ, התגלע",‏إِنْدَلَعَ,N/A,N/A
פעלים,single,N/A,"הסתמך, התבסס על",‏إِسْتَنَدَ إِلَى,N/A,N/A
פעלים,single,N/A,"שאף ל..., שם לו למטרה את, פגע ב..., התקיף את",‏إِسْتَهْدَفَ,N/A,N/A
ביטויים,single,N/A,מיד,‏عَلَى ٱلْفَوْر,N/A,N/A
ביטויים,single,N/A,לפחות,‏عَلَى ٱلْأَقَلّ,N/A,N/A
ביטויים,single,N/A,בהסתמך על...,‏إِسْتِنَادًا إِلَى,N/A,N/A
ביטויים,single,N/A,זכות השיבה,‏حَقّ ٱلْعَوْدَة,N/A,N/A
ביטויים,single,N/A,תאונת דרכים,‏حَادِث طُرُق,N/A,N/A
